,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
1831,Brian Umony,POR,F,6.0,0.0,131.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.69,33.3,3.0,1.0,4.0,1.0,0.0,0.0,0.0,Umony,Brian,65004.0,85004.0,2011-09-01
1832,Michael Stephens,LA ,M,25.0,12.0,1109.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.08,28.6,13.0,4.0,0.0,3.0,0.0,0.0,0.0,,,,,
1833,Tyrone Marshall,COL,D,27.0,24.0,2177.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.04,0.0,24.0,14.0,0.0,4.0,0.0,0.0,0.0,Marshall,Tyrone,80000.0,83250.0,2011-09-01
1834,Paulo Nagamura,CHV,M,11.0,6.0,544.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,1.0,1.0,0.0,0.17,0.0,9.0,6.0,0.0,2.0,0.0,0.0,0.0,Nagamura,Paulo,225000.0,230500.0,2011-09-01
1835,Chris Wingert,RSL,D,23.0,22.0,1915.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,1.0,0.0,0.05,22.2,32.0,10.0,0.0,5.0,0.0,0.0,0.0,Wingert,Chris,135000.0,135000.0,2011-09-01
1836,Torsten Frings,TOR,M,13.0,13.0,1124.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.08,44.4,8.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,,
1837,Fred,DC ,M,17.0,5.0,596.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.15,10.0,14.0,10.0,1.0,3.0,0.0,0.0,0.0,,,,,
1838,Jhon Kennedy Hurtado,SEA,D,23.0,23.0,1945.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,1.0,0.0,0.05,10.0,30.0,16.0,1.0,4.0,2.0,0.0,0.0,,,,,
1839,Corben Bone,CHI,M,10.0,7.0,534.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.17,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Bone,Corben,90000.0,151200.0,2011-09-01
1840,Birahim Diop,KC ,M,18.0,8.0,761.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.12,10.0,19.0,6.0,0.0,3.0,0.0,0.0,0.0,,,,,
1841,Matt Stinson,TOR,M,13.0,5.0,675.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,1.0,1.0,0.0,0.13,10.0,11.0,6.0,1.0,1.0,0.0,0.0,0.0,,,,,
1842,Jeb Brovsky,VAN,D,24.0,16.0,1509.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,1.0,0.0,0.06,18.2,24.0,13.0,0.0,4.0,0.0,0.0,0.0,,,,,
1843,Brad Ring,SJ ,D,21.0,17.0,1600.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,1.0,1.0,0.0,0.06,18.2,33.0,25.0,0.0,7.0,0.0,0.0,0.0,,,,,
1844,Bobby Burling,SJ ,D,23.0,23.0,2041.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.04,18.2,22.0,17.0,0.0,4.0,2.0,0.0,0.0,,,,,
1845,Kevin Burns,CLB,M,19.0,15.0,1243.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,1.0,1.0,0.0,0.07,18.2,12.0,7.0,2.0,4.0,0.0,0.0,0.0,Burns,Kevin,42000.0,42000.0,2011-09-01
1846,Kevin Alston,NE ,D,33.0,33.0,2954.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.03,7.7,25.0,45.0,0.0,1.0,0.0,0.0,0.0,,,,,
1847,Chad Marshall,SEA,D,32.0,32.0,2835.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,1.0,0.0,0.03,40.0,19.0,28.0,1.0,2.0,0.0,0.0,0.0,,,,,
1848,Jéferson,KC ,M,9.0,8.0,571.0,0.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,2011,REG,1.0,1.0,0.0,0.16,17.6,4.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,
1849,Arturo Alvarez,HOU,M,16.0,8.0,724.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,1.0,0.0,0.12,5.6,12.0,9.0,3.0,0.0,0.0,0.0,0.0,,,,,
1850,Chance Myers,POR,D,28.0,24.0,2209.0,0.0,1.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,1.0,0.0,0.04,23.8,35.0,21.0,1.0,1.0,0.0,0.0,0.0,,,,,
1851,Mikael Yourassowsky,TOR,D,21.0,13.0,1302.0,0.0,1.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,1.0,0.07,19.0,26.0,27.0,6.0,4.0,1.0,0.0,0.0,,,,,
1852,Daniel Paladini,CHI,M,23.0,16.0,1491.0,0.0,1.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,2011,REG,1.0,0.0,1.0,0.06,37.8,37.0,15.0,1.0,7.0,0.0,0.0,0.0,Paladini,Daniel,75000.0,79478.25,2011-09-01
1853,Alexandre Morfaw,VAN,M,2.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Morfaw,Alexandre,90000.0,90000.0,2011-09-01
1854,Eddy Viator,TOR,D,3.0,2.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
1855,Miguel Comminges,COL,D,4.0,4.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Comminges,Miguel,42000.0,42000.0,2011-09-01
1856,Marko Maric,CHI,M,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Maric,Marko,150000.0,200000.0,2011-09-01
1857,Taylor Graham,SEA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Graham,Taylor,60638.0,60638.0,2011-09-01
1858,Shavar Thomas,KC ,D,3.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
1859,Rodrigo López,POR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1860,Jason Hernandez,SJ ,D,28.0,28.0,2491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,4.0,0.0,0.0,0.0,,,,,
1861,Rauwshan McKenzie,RSL,D,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,McKenzie,Rauwshan,42000.0,42000.0,2011-09-01
1862,Joe Tait,PHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tait,Joe,42000.0,42000.0,2011-09-01
1863,Kyle Davies,DAL,D,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1864,Brian Nielsen,NY ,M,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1865,Michael Holody,COL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1866,Mike Banner,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1867,Danny O'Rourke,CLB,D,6.0,5.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,O'Rourke,Danny,121000.0,133500.0,2011-09-01
1868,Devon McTavish,DC ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1869,Kurt Morsink,DC ,M,2.0,2.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,
1870,Ousmane Dabo,NE ,M,3.0,3.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1871,Elbekay Bouchiba,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1872,Carl Robinson,NY ,M,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1873,Nick Kounenakis ,KC ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1874,Nery Castillo,CHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1875,Eddie Robinson,HOU,D,2.0,2.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Robinson,Eddie,120000.0,120000.0,2011-09-01
1876,André Luiz,SJ ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1877,Blaise Nkufo,SEA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1878,Bratislav Ristic,CHI,M,9.0,5.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,,,,,
1879,Peterson Joseph,KC ,M,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1880,Chukwudi Chijindu,CHV,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chijindu,Chukwudi,42000.0,42000.0,2011-09-01
1881,Amadou Sanyang,SEA,D,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1882,Daneil Cyrus,KC ,D,2.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
1883,Francisco Navas Cobo,HOU,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1884,Edson Edward,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edward,Edson,42000.0,42000.0,2011-09-01
1885,Kwame Watson-Siriboe,CHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Watson-Siriboe,Kwame,44000.0,44000.0,2011-09-01
1886,Korede Aiyegbusi,KC ,D,3.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1887,Mike Seamon,SEA,M-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1888,Steven Kinney,CHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kinney,Steven,42000.0,42000.0,2011-09-01
1889,Miguel Montaño,SEA,F,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
1890,Omar Jasseh,SJ ,M,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1891,Jordan Graye,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1892,Bryan Leyva,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leyva,Bryan,55000.0,70833.33,2011-09-01
1893,Juan Diego González,PHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1894,Nicholas Lindsay,TOR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1895,Junior Carreiro,DC ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1896,Bryan de la Fuente,CHV,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1897,Philippe Davies,VAN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davies,Philippe,32600.0,32600.0,2011-09-01
1898,Andy Adlard,CLB,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1899,Ben Sippola,CLB,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1900,Korey Veeder,CLB,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veeder,Korey,32600.0,34475.0,2011-09-01
1901,Josh Williams,CLB,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Williams,Josh,42000.0,42000.0,2011-09-01
1902,Michael Tetteh,SEA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1903,Steven Emory,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emory,Steven,32604.0,32604.0,2011-09-01
1904,Conor Shanosky,DC ,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1905,Cole Grossman,CLB,M,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grossman,Cole,42000.0,42000.0,2011-09-01
1906,Marcos Paullo,NY ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1907,Davy Armstrong,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1908,Victor Pineda,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pineda,Victor,42000.0,48742.42,2011-09-01
1909,Hector Jimenez,CLB,M,2.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
1910,Dustin McCarty,LA ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1911,Ryan Thomas,LA ,D,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1912,Mike Jones,KC ,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1913,Josue Soto,HOU,D-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1914,Ryan Richter,PHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1915,Chris Taylor,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1916,Freddie Braun ,POR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1917,Sean Alvarado,LA ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1918,Demitrius Omphroy,TOR,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
1919,Davis Paul,CHI,F,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1920,Spencer Thompson,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thompson,Spencer,32604.0,32604.0,2011-09-01
1921,Levi Houapeu,PHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houapeu,Levi,32604.0,32604.0,2011-09-01
1922,Rodrigo Brasesco,DC ,D,3.0,2.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
1923,Scott Lorenz,KC ,D,1.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1924,Konrad Warzycha,KC ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1925,Kevin Ellis,SKC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1926,Alan Koger,NE ,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1927,Michael Augustine,NE ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1928,Andrew Sousa,NE ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1929,Ryan Kinne,NE ,M,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1930,Chris Agorsor,PHI,F,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1931,Sacir Hot,NY ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1932,Moises Hernandez,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hernandez,Moises,42000.0,44500.0,2011-09-01
1933,Victor Ulloa,DAL,M,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ulloa,Victor,42000.0,44500.0,2011-09-01
1934,Jonathan Top,DAL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Top,Jonathan,42000.0,42000.0,2011-09-01
1935,Maxwell Griffin,SJ ,F,4.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
